POS_MSISDN,Distributer,Plan Name,Customer Tenure,Tenure Category,Status,Status Reason,Segment1,Segment2,Churn Flag,Customer Interaction Score,Loyalty Points,Data Usage Tier,Customer Segment Change Flag
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,128,Long-term,Soft Suspended,Customer request,Prepaid,PRO,0,6,75,2,TRUE
ORG4188,JRBJD VNJVFRTJTZ TTRFFT,Orange 90,127,Long-term,Active,Good Service,Postpaid,Residential,0,3,85,3,FALSE
ORG3448,BL - LPRB (JT),Orange 30,30,Short-term,Deactive,Better Offer Elsewhere,Postpaid,Residential,1,5,31,3,TRUE
ORG3132,ZBRRB LJNH HVTTJFN TTRFFT,Orange 90,152,Long-term,Active,Good Service,Postpaid,Residential,0,5,85,3,TRUE
ORG3132,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,62,Short-term,Active,Good Service,Prepaid,PRO,0,6,65,2,TRUE
ORG3120,PRBNHF VTRBD THPP,Student Plan 9,3,Short-term,Deactive,Personal Reasons,Prepaid,Residential,1,5,28,1,FALSE
ORG4400,HPLDFN NBRL HPPT,Orange 90,15,Short-term,Deactive,Moved,Postpaid,Residential,1,5,64,3,TRUE
ORG4028,FRBNDHJTF FVHBJT THBLFR DJRDLF,Orange 20,144,Long-term,Hard Suspended,Violation of terms,Postpaid,Residential,0,6,65,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Service Quality,Postpaid,Corporate,1,5,58,2,FALSE
ORG2495,FRBNDHJTF  DJTZ NBLL,Visitors’ Line Extra,88,Medium-term,Active,Good Service,Prepaid,Residential,0,6,65,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Unknown,21,Short-term,Deactive,Network Issues,Postpaid,Corporate,1,7,17,3,TRUE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,83,Short-term,Active,Good Service,Postpaid,PRO,0,8,65,3,FALSE
ORG2631,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Basic Orange Plan,70,Short-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,7,59,1,TRUE
ORG3592,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Basic Orange Plan,63,Short-term,Active,Good Service,Prepaid,Residential,0,7,65,1,TRUE
ORG2712,JBRBTH JT THPP,Orange 13 Max,75,Short-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,5,32,1,TRUE
ORG3132,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,62,Short-term,Active,Good Service,Prepaid,Residential,0,8,65,1,TRUE
ORG3592,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Family Orange Plan 10,139,Long-term,Active,Good Service,Prepaid,Residential,0,7,85,1,TRUE
ORG2805,FJFLDTBLFT,Basic Orange Plan,112,Medium-term,Soft Suspended,Technical issue,Prepaid,PRO,0,8,55,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 60,95,Medium-term,Active,Good Service,Postpaid,Corporate,0,6,65,3,FALSE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,87,Medium-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,5,38,1,TRUE
ORG3928,HPLDFN NBRL,Orange 9 Max,108,Medium-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,5,86,1,TRUE
ORG3337,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,153,Long-term,Soft Suspended,Technical issue,Prepaid,Residential,0,6,75,1,TRUE
ORG3236,JNTFRNBL DFPBRTNFNTT,Premium Orange Plan,103,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,5,68,1,TRUE
ORG4231,HPLDFN NBRL,Basic Orange Plan,77,Short-term,Active,Good Service,Prepaid,Residential,0,5,65,1,FALSE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,69,Short-term,Hard Suspended,Non-payment,Prepaid,Residential,0,7,26,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Unknown,2,Short-term,Deactive,Price,Postpaid,Corporate,1,5,73,3,TRUE
ORG3537,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),YO 9 Max,106,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,5,16,1,TRUE
ORG3997,HPLDFN NBRL,Family Orange Plan 10,125,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,10,75,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Service Quality,Postpaid,Corporate,1,8,22,2,TRUE
ORG4028,FRBNDHJTF NBDBBB THPP,Orange 13 Max,128,Long-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,7,65,1,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 30,70,Short-term,Active,Good Service,Postpaid,PRO,0,7,65,3,TRUE
ORG3622,HPLDFN NBRL,Premium Orange Plan,68,Short-term,Soft Suspended,Technical issue,Prepaid,Residential,0,9,55,1,TRUE
ORG2442,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Student Plan 5,100,Medium-term,Active,Good Service,Prepaid,Residential,0,8,65,1,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,153,Long-term,Hard Suspended,Fraudulent activity,Prepaid,PRO,0,9,65,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,119,Medium-term,Active,Good Service,Postpaid,Corporate,0,9,65,3,TRUE
ORG4101,FRBNDHJTF BBZBDFR THPP,Orange 13 Max,66,Short-term,Active,Good Service,Prepaid,Residential,0,6,65,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,15,Short-term,Deactive,Better Offer Elsewhere,Postpaid,Corporate,1,5,48,3,TRUE
ORG2775,HPLDFN XJNHT,Premium Orange Plan,134,Long-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,10,65,1,FALSE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Moved,Prepaid,PRO,1,3,68,2,TRUE
ORG2464,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,95,Medium-term,Deactive,Moved,Prepaid,Residential,1,5,60,1,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Price,Prepaid,PRO,1,5,76,2,TRUE
ORG3293,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Premium Orange Plan,62,Short-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,3,76,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Network Issues,Postpaid,Corporate,1,7,46,2,FALSE
ORG3440,HPLDFN NBRL,Family Orange Plan 10,145,Long-term,Hard Suspended,Non-payment,Prepaid,Residential,0,10,65,1,FALSE
ORG4395,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,81,Short-term,Soft Suspended,Customer request,Prepaid,Residential,0,8,55,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Contract Ended,Postpaid,Corporate,1,1,34,2,TRUE
ORG2253,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Premium Orange Plan,104,Medium-term,Deactive,Personal Reasons,Prepaid,Residential,1,5,69,1,FALSE
ORG3995,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Family Orange Plan 10,144,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,8,75,1,FALSE
ORG3236,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,147,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,10,75,1,TRUE
ORG2251,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,153,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,7,75,1,TRUE
ORG3854,BJRPPRT TFRNJNBL 1,Traveler's Plan,85,Short-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,5,53,1,TRUE
ORG2973,HPLDFN NBRL,Orange 9 Max,126,Long-term,Hard Suspended,Non-payment,Prepaid,Residential,0,4,65,1,FALSE
ORG2983,DJRFDT TVPPPRT,Family Orange Plan 20,135,Long-term,Hard Suspended,Non-payment,Prepaid,PRO,0,5,65,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,41,Short-term,Deactive,Better Offer Elsewhere,Postpaid,Corporate,1,7,32,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,124,Long-term,Active,Good Service,Postpaid,Corporate,0,7,85,3,FALSE
ORG3253,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Premium Orange Plan,100,Medium-term,Deactive,Service Quality,Prepaid,Residential,1,9,65,1,TRUE
ORG3369,HPLDFN NBRL,Family Orange Plan 10,90,Medium-term,Active,Good Service,Prepaid,Residential,0,1,65,1,TRUE
ORG2495,FRBNDHJTF-DJTZ NBLL,Basic Orange Plan,140,Long-term,Active,Good Service,Prepaid,Residential,0,7,85,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Premium Orange Plan,98,Medium-term,Active,Good Service,Prepaid,Corporate,0,3,65,3,FALSE
ORG3866,F-THPP,Orange 90,149,Long-term,Active,Good Service,Postpaid,Residential,0,7,85,3,FALSE
ORG3453,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Basic Orange Plan,125,Long-term,Active,Good Service,Prepaid,Residential,0,5,85,1,TRUE
ORG4369,HPLDFN NBRL,Premium Orange Plan,104,Medium-term,Deactive,Personal Reasons,Prepaid,Residential,1,7,85,1,TRUE
ORG2442,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Basic Orange Plan,70,Short-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,4,31,1,TRUE
ORG3145,FRBNDHJTF NBFRBR THPP,Basic Orange Plan,117,Medium-term,Soft Suspended,Customer request,Prepaid,Residential,0,9,55,1,TRUE
ORG2242,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,145,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,6,75,1,FALSE
ORG2868,FJN FLBBTHB JT THPP,Orange 90,17,Short-term,Deactive,Contract Ended,Postpaid,Residential,1,5,49,3,FALSE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,120,Long-term,Soft Suspended,Technical issue,Prepaid,PRO,0,10,55,2,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,15,Short-term,Deactive,Technical Difficulties,Postpaid,Corporate,1,6,35,3,TRUE
ORG3181,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),YO 9 Max,114,Medium-term,Hard Suspended,Non-payment,Prepaid,Residential,0,5,69,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Network Issues,Postpaid,Corporate,1,6,88,2,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,109,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,10,61,1,TRUE
ORG3922,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Student Plan 5,107,Medium-term,Soft Suspended,Technical issue,Prepaid,Residential,0,6,55,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,13,Short-term,Deactive,Technical Difficulties,Postpaid,Corporate,1,5,75,3,TRUE
ORG2647,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,95,Medium-term,Deactive,Network Issues,Prepaid,Residential,1,5,43,1,TRUE
ORG3453,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Orange 13 Max,72,Short-term,Active,Good Service,Prepaid,Residential,0,1,65,1,FALSE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,95,Medium-term,Deactive,Lack of Usage,Prepaid,Residential,1,4,64,1,TRUE
ORG2712,JBRBTH JT THPP,Orange 13 Max,99,Medium-term,Active,Good Service,Prepaid,Residential,0,7,65,1,TRUE
ORG2495,FRBNDHJTF-NBRJ BLHBNBN,Visitors’ Line Extra,6,Short-term,Deactive,Personal Reasons,Prepaid,Residential,1,6,56,3,TRUE
ORG3404,HPLDFN NBRL,Student Plan 5,144,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,7,75,1,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,83,Short-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,4,77,1,TRUE
ORG4193,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Student Plan 5,124,Long-term,Soft Suspended,Document verification,Prepaid,Residential,0,8,75,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Price,Postpaid,Corporate,1,7,59,2,TRUE
ORG4101,FRBNDHJTF BBZBDFR THPP,Orange 20,51,Short-term,Deactive,Network Issues,Postpaid,Residential,1,2,39,2,TRUE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,18,Short-term,Deactive,Service Quality,Postpaid,PRO,1,10,72,3,TRUE
ORG3451,BTHRBFZBH THPP (JT),Visitors’ Line Extra,21,Short-term,Deactive,Network Issues,Prepaid,Residential,1,7,10,3,TRUE
ORG2284,BJRPPRT TFRNJNBL 1,Traveler's Plan,75,Short-term,Active,Good Service,Prepaid,Residential,0,6,65,1,TRUE
ORG4370,HPLDFN NBRL,Premium Orange Plan,100,Medium-term,Deactive,Price,Prepaid,Residential,1,3,30,1,FALSE
ORG2251,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Premium Orange Plan,118,Medium-term,Hard Suspended,Non-payment,Prepaid,Residential,0,2,63,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,20,Short-term,Deactive,Lack of Usage,Postpaid,Corporate,1,5,87,3,TRUE
ORG3369,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,123,Long-term,Soft Suspended,Document verification,Prepaid,Residential,0,9,75,1,TRUE
ORG3145,FRBNDHJTF NBRLB (PLD PRBNHF NBRLB JT THPP),Economy Plan,27,Short-term,Deactive,Personal Reasons,Postpaid,Residential,1,5,42,3,FALSE
ORG2618,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Student Plan 5,151,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,7,75,1,FALSE
ORG3145,FJFLDTBLFT,Basic Orange Plan,91,Medium-term,Soft Suspended,Document verification,Prepaid,PRO,0,6,55,1,FALSE
ORG3132,TBLT THPP JT THPP,Orange 20,42,Short-term,Deactive,Technical Difficulties,Postpaid,Corporate,1,5,34,3,TRUE
ORG4188,JRBJD VNJVFRTJTZ TTRFFT,Orange 90,116,Medium-term,Active,Good Service,Postpaid,Residential,0,8,65,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Contract Ended,Postpaid,Corporate,1,2,50,2,TRUE
ORG3592,FRBNDHJTF - JRBJD THJRTZ TT.,Family Orange Plan 10,133,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,9,75,1,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Contract Ended,Postpaid,Corporate,1,5,67,2,TRUE
ORG4028,FRBNDHJTF NBDBBB THPP,Humat Al Watan Golden 7,137,Long-term,Active,Good Service,Prepaid,Residential,0,5,85,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Service Quality,Postpaid,Corporate,1,6,19,2,TRUE
ORG3176,BL-BTHRBFJFH DFNTFR,Orange 90,93,Medium-term,Active,Good Service,Postpaid,Residential,0,4,65,3,FALSE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Better Offer Elsewhere,Prepaid,PRO,1,4,54,2,FALSE
ORG4028,FRBNDHJTF FVHBJT THBLFR DJRDLF,Orange 90,12,Short-term,Deactive,Better Offer Elsewhere,Postpaid,Residential,1,7,24,3,TRUE
ORG4395,HPLDFN NBRL,Student Plan 5,144,Long-term,Soft Suspended,Document verification,Prepaid,Residential,0,8,75,1,TRUE
ORG3592,FRBNDHJTF - JRBJD DJTZ DFNTFR,Orange 30,84,Short-term,Deactive,Price,Postpaid,Residential,1,5,39,3,TRUE
ORG4233,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Basic Orange Plan,113,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,7,61,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Better Offer Elsewhere,Postpaid,Corporate,1,7,61,2,FALSE
ORG3448,BJLPVN JT THPP,Visitors’ Line Extra,2,Short-term,Deactive,Service Quality,Prepaid,Residential,1,6,59,3,TRUE
ORG2375,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Family Orange Plan 10,118,Medium-term,Soft Suspended,Document verification,Prepaid,Residential,0,7,55,1,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,105,Medium-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,4,67,1,TRUE
ORG2495,FRBNDHJTF-DJTZ NBLL,Orange 90,34,Short-term,Deactive,Price,Postpaid,Residential,1,5,44,3,TRUE
ORG3120,JRBJD _JT THPP,Humat Al Watan 10,153,Long-term,Hard Suspended,Illegal usage,Postpaid,Residential,0,9,65,3,TRUE
ORG2868,FJFLDTBLFT,Governorates 10,120,Long-term,Active,Good Service,Postpaid,PRO,0,5,65,3,TRUE
ORG2345,BJRPPRT TFRNJNBL 1,Traveler's Plan,77,Short-term,Active,Good Service,Prepaid,Residential,0,6,65,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Lack of Usage,Postpaid,Corporate,1,6,76,2,FALSE
ORG4028,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Student Plan 5,105,Medium-term,Active,Good Service,Prepaid,Residential,0,8,65,1,FALSE
ORG2712,JBRBTH JT THPP,Orange 13 Max,151,Long-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,7,65,1,TRUE
ORG2889,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,95,Medium-term,Deactive,Service Quality,Prepaid,Residential,1,7,31,1,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Unknown,130,Long-term,Active,Good Service,Postpaid,Corporate,0,6,85,3,TRUE
ORG4400,HPLDFN NBRL HPPT,Orange 90,77,Short-term,Active,Good Service,Postpaid,Residential,0,7,65,3,TRUE
ORG3120,NPTBH THPP,Visitors’ Line Extra,86,Short-term,Active,Good Service,Prepaid,Residential,0,6,65,3,FALSE
ORG3567,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,148,Long-term,Soft Suspended,Document verification,Prepaid,Residential,0,6,75,1,FALSE
ORG2597,HPLDFN NBRL,Student Plan 5,145,Long-term,Soft Suspended,Document verification,Prepaid,Residential,0,7,75,1,FALSE
ORG4101,FRBNDHJTF BBZBDFR THPP,Orange 13 Max,109,Medium-term,Active,Good Service,Prepaid,Residential,0,9,65,1,TRUE
ORG2345,HPLDFN NBRL,Premium Orange Plan,145,Long-term,Hard Suspended,Non-payment,Prepaid,Residential,0,10,65,1,FALSE
ORG3207,HPLDFN NBRL,Orange 9 Max,96,Medium-term,Hard Suspended,Non-payment,Prepaid,Residential,0,5,67,1,TRUE
ORG2943,BJRPPRT TFRNJNBL 1,Traveler's Plan,71,Short-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,9,52,1,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,120,Long-term,Active,Good Service,Postpaid,Corporate,0,2,65,3,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,87,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,4,31,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Network Issues,Postpaid,Corporate,1,5,42,2,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 60,20,Short-term,Deactive,Technical Difficulties,Postpaid,Corporate,1,6,49,3,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,117,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,10,18,1,FALSE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Technical Difficulties,Prepaid,PRO,1,2,90,2,TRUE
ORG3299,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,125,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,8,75,1,TRUE
ORG2484,JNTFRNBL DFPBRTNFNTT,Premium Orange Plan,124,Long-term,Active,Good Service,Prepaid,Residential,0,9,85,1,TRUE
ORG3048,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,95,Medium-term,Deactive,Billing Issues,Prepaid,Residential,1,1,12,1,TRUE
ORG3871,DJRFDT TVPPPRT,Premium Orange Plan,93,Medium-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,5,53,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Technical Difficulties,Postpaid,Corporate,1,6,76,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Personal Reasons,Postpaid,Corporate,1,8,42,2,TRUE
ORG2441,FRBNDHJTF BL LHBZZBN JT THPP,Orange 20,29,Short-term,Deactive,Billing Issues,Postpaid,Residential,1,7,62,2,TRUE
ORG4188,JRBJD THPP (ND),Orange 20,70,Short-term,Active,Good Service,Postpaid,Corporate,0,5,65,3,TRUE
ORG4290,FJFLDTBLFT,Basic Orange Plan,86,Short-term,Soft Suspended,Customer request,Prepaid,PRO,0,7,55,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Moved,Postpaid,Corporate,1,5,33,2,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Moved,Prepaid,PRO,1,7,30,2,FALSE
ORG2389,HPLDFN NBRL,Orange 9 Max,146,Long-term,Hard Suspended,Non-payment,Prepaid,Residential,0,10,65,1,TRUE
ORG2705,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Humat Al Watan Golden 7,125,Long-term,Soft Suspended,Technical issue,Prepaid,Residential,0,10,75,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Moved,Postpaid,Corporate,1,6,37,2,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,78,Short-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,10,88,1,TRUE
ORG2284,BJRPPRT TFRNJNBL 1,Traveler's Plan,139,Long-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,3,65,1,FALSE
ORG3369,BPVLFVBRD THPP,Senior Plan,49,Short-term,Deactive,Technical Difficulties,Postpaid,PRO,1,6,19,3,TRUE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,5,Short-term,Deactive,Moved,Postpaid,PRO,1,7,76,3,TRUE
ORG2377,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Premium Orange Plan,100,Medium-term,Deactive,Contract Ended,Prepaid,Residential,1,1,54,1,TRUE
ORG2868,FLBHTHJP THPP,Family Orange Plan 10,141,Long-term,Soft Suspended,Technical issue,Prepaid,Residential,0,7,75,1,FALSE
ORG3592,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Student Plan 5,83,Short-term,Active,Good Service,Prepaid,Residential,0,5,65,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,74,Short-term,Active,Good Service,Postpaid,Corporate,0,8,65,3,FALSE
ORG2345,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Premium Orange Plan,100,Medium-term,Deactive,Better Offer Elsewhere,Prepaid,Residential,1,5,75,1,TRUE
ORG3120,PRBNHF VTRBD THPP,Family Orange Plan 10,132,Long-term,Active,Good Service,Prepaid,Residential,0,3,85,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,21,Short-term,Deactive,Billing Issues,Postpaid,Corporate,1,7,51,3,TRUE
ORG4101,FRBNDHJTF BBV BLBNDB,Orange 20,40,Short-term,Deactive,Billing Issues,Postpaid,Residential,1,6,45,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Humat Al Watan 8,152,Long-term,Active,Good Service,Prepaid,Corporate,0,5,85,3,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Contract Ended,Postpaid,Corporate,1,6,83,2,TRUE
ORG3120,NFDDB NBLL JT HRPVP THPP,Premium Orange Plan,104,Medium-term,Deactive,Billing Issues,Prepaid,Residential,1,7,56,1,FALSE
ORG4233,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Basic Orange Plan,106,Medium-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,4,50,1,TRUE
ORG2464,BJRPPRT TFRNJNBL 1,Traveler's Plan,145,Long-term,Hard Suspended,Non-payment,Prepaid,Residential,0,1,65,1,FALSE
ORG4101,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Orange 9 Max,126,Long-term,Hard Suspended,Non-payment,Prepaid,Residential,0,3,65,1,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Family Orange Plan 10,88,Medium-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,7,55,1,TRUE
ORG3453,JNTFRNBL DFPBRTNFNTT,Basic Orange Plan,91,Medium-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,5,38,1,TRUE
ORG2495,FRBNDHJTF-DJTZ NBLL,Orange 90,41,Short-term,Deactive,Moved,Postpaid,Residential,1,9,66,3,TRUE
ORG4101,FRBNDHJTF - ZBRRB,Orange 90,65,Short-term,Deactive,Better Offer Elsewhere,Postpaid,Residential,1,4,66,3,FALSE
ORG4400,HPLDFN NBRL HPPT,Orange 90,70,Short-term,Active,Good Service,Postpaid,Residential,0,5,65,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,103,Medium-term,Active,Good Service,Postpaid,Corporate,0,7,65,3,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Moved,Prepaid,PRO,1,6,89,2,TRUE
ORG2910,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Orange 9 Max,74,Short-term,Soft Suspended,Technical issue,Prepaid,Residential,0,8,55,1,TRUE
ORG3207,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Basic Orange Plan,63,Short-term,Hard Suspended,Non-payment,Prepaid,Residential,0,2,51,1,FALSE
